participant_id,cohort_year,total_sessions_offered,sessions_attended,sessions_excused,sessions_absent,attendance_rate,total_hours,avg_session_length,test_prep_sessions,college_planning_sessions,tutoring_sessions,program_start_date,program_end_date,consistent_attendance,high_engagement,engagement_level
CYC2022199,2022,29,25,1,3,86.2,52,2.1,4,3,4,2022-08-26,2023-03-10,TRUE,FALSE,Moderate Engagement
CYC2022200,2022,34,25,2,7,73.5,52,2.1,7,1,4,2022-09-26,2023-05-15,FALSE,FALSE,Moderate Engagement
CYC2022201,2022,36,30,1,5,83.3,61.5,2,5,2,8,2022-10-13,2023-06-15,TRUE,TRUE,Moderate Engagement
CYC2022202,2022,28,18,3,7,64.3,43.5,2.4,2,5,1,2022-10-14,2023-04-21,FALSE,FALSE,Low Engagement
CYC2022203,2022,35,25,1,9,71.4,55.5,2.2,5,2,3,2022-08-26,2023-04-21,FALSE,FALSE,Moderate Engagement
CYC2022204,2022,31,24,0,7,77.4,50,2.1,5,6,0,2022-09-02,2023-03-31,TRUE,FALSE,Moderate Engagement
CYC2022205,2022,33,28,0,5,84.8,60.5,2.2,2,3,2,2022-09-20,2023-05-02,TRUE,TRUE,Moderate Engagement
CYC2022206,2022,34,27,1,6,79.4,59,2.2,2,5,4,2022-09-24,2023-05-13,TRUE,FALSE,Moderate Engagement
CYC2022207,2022,29,21,2,6,72.4,46.5,2.2,3,3,2,2022-08-26,2023-03-10,FALSE,FALSE,Low Engagement
CYC2023001,2023,30,22,2,6,73.3,49,2.2,2,6,6,2023-09-16,2024-04-06,FALSE,FALSE,Low Engagement
CYC2023002,2023,32,23,1,8,71.9,48.5,2.1,3,2,3,2023-09-22,2024-04-26,FALSE,FALSE,Low Engagement
CYC2023003,2023,28,16,3,9,57.1,32.5,2,3,2,4,2023-09-27,2024-04-03,FALSE,FALSE,Low Engagement
CYC2023004,2023,35,21,2,12,60,45.5,2.2,2,4,2,2023-09-12,2024-05-07,FALSE,FALSE,Low Engagement
CYC2023005,2023,33,23,3,7,69.7,49.5,2.2,3,4,4,2023-09-18,2024-04-29,FALSE,FALSE,Low Engagement
CYC2023006,2023,34,27,1,6,79.4,58,2.1,5,7,6,2023-09-27,2024-05-15,TRUE,FALSE,Moderate Engagement
CYC2023007,2023,29,21,1,7,72.4,44,2.1,6,2,4,2023-10-06,2024-04-19,FALSE,FALSE,Low Engagement
CYC2023008,2023,34,24,2,8,70.6,52.5,2.2,6,2,3,2023-09-30,2024-05-18,FALSE,FALSE,Moderate Engagement
CYC2023009,2023,30,23,1,6,76.7,48,2.1,6,2,7,2023-09-04,2024-03-25,TRUE,FALSE,Low Engagement
CYC2023010,2023,29,24,2,3,82.8,51,2.1,5,6,2,2023-10-02,2024-04-15,TRUE,FALSE,Moderate Engagement
CYC2023011,2023,29,17,0,12,58.6,39,2.3,0,2,4,2023-09-15,2024-03-29,FALSE,FALSE,Low Engagement
CYC2023012,2023,32,19,2,11,59.4,43,2.3,3,1,7,2023-09-07,2024-04-11,FALSE,FALSE,Low Engagement
CYC2023013,2023,34,24,1,9,70.6,50.5,2.1,3,3,0,2023-10-08,2024-05-26,FALSE,FALSE,Moderate Engagement
CYC2023014,2023,32,26,1,5,81.2,54,2.1,4,3,2,2023-09-05,2024-04-09,TRUE,FALSE,Moderate Engagement
CYC2023015,2023,35,25,3,7,71.4,53.5,2.1,4,4,3,2023-09-20,2024-05-15,FALSE,FALSE,Moderate Engagement
CYC2023016,2023,31,25,1,5,80.6,54.5,2.2,3,8,2,2023-09-23,2024-04-20,TRUE,FALSE,Moderate Engagement
CYC2023017,2023,31,24,1,6,77.4,47,2,0,7,2,2023-09-22,2024-04-19,TRUE,FALSE,Low Engagement
CYC2023018,2023,28,17,2,9,60.7,34,2,1,2,2,2023-08-30,2024-03-06,FALSE,FALSE,Low Engagement
CYC2023019,2023,35,24,1,10,68.6,53,2.2,1,5,7,2023-10-02,2024-05-27,FALSE,FALSE,Low Engagement
CYC2023020,2023,29,24,1,4,82.8,52,2.2,4,2,5,2023-10-12,2024-04-25,TRUE,FALSE,Moderate Engagement
CYC2023021,2023,35,26,2,7,74.3,55.5,2.1,2,5,5,2023-09-11,2024-05-06,FALSE,FALSE,Moderate Engagement
CYC2023022,2023,28,24,0,4,85.7,50,2.1,4,1,4,2023-09-04,2024-03-11,TRUE,FALSE,Moderate Engagement
CYC2023023,2023,32,26,1,5,81.2,59,2.3,2,9,3,2023-08-24,2024-03-28,TRUE,FALSE,Moderate Engagement
CYC2023024,2023,28,19,1,8,67.9,41.5,2.2,1,2,2,2023-08-28,2024-03-04,FALSE,FALSE,Low Engagement
CYC2023025,2023,29,19,5,5,65.5,38,2,3,2,5,2023-09-01,2024-03-15,FALSE,FALSE,Low Engagement
CYC2023026,2023,30,22,0,8,73.3,45.5,2.1,4,4,0,2023-08-18,2024-03-08,FALSE,FALSE,Low Engagement
CYC2023027,2023,34,27,0,7,79.4,54.5,2,3,1,1,2023-10-02,2024-05-20,TRUE,FALSE,Moderate Engagement
CYC2023028,2023,33,28,2,3,84.8,56,2,3,3,4,2023-09-06,2024-04-17,TRUE,FALSE,Moderate Engagement
CYC2023029,2023,34,27,2,5,79.4,55.5,2.1,10,1,2,2023-09-04,2024-04-22,TRUE,FALSE,Moderate Engagement
CYC2023030,2023,28,17,2,9,60.7,41,2.4,3,0,4,2023-08-24,2024-02-29,FALSE,FALSE,Low Engagement
CYC2023031,2023,29,20,3,6,69,45,2.2,2,4,1,2023-09-27,2024-04-10,FALSE,FALSE,Low Engagement
CYC2023032,2023,33,22,3,8,66.7,48,2.2,4,5,3,2023-08-21,2024-04-01,FALSE,FALSE,Low Engagement
CYC2023033,2023,29,22,0,7,75.9,46.5,2.1,1,3,2,2023-10-08,2024-04-21,TRUE,FALSE,Low Engagement
CYC2023034,2023,35,27,2,6,77.1,55,2,8,3,5,2023-09-05,2024-04-30,TRUE,FALSE,Moderate Engagement
CYC2023035,2023,33,22,1,10,66.7,47,2.1,3,0,4,2023-09-07,2024-04-18,FALSE,FALSE,Low Engagement
CYC2023036,2023,31,21,2,8,67.7,45.5,2.2,3,5,4,2023-10-11,2024-05-08,FALSE,FALSE,Low Engagement
CYC2023037,2023,35,26,0,9,74.3,57,2.2,5,6,5,2023-09-27,2024-05-22,FALSE,FALSE,Moderate Engagement
CYC2023038,2023,31,27,3,1,87.1,60,2.2,2,3,9,2023-10-01,2024-04-28,TRUE,TRUE,Moderate Engagement
CYC2023039,2023,31,21,0,10,67.7,44,2.1,2,3,4,2023-10-11,2024-05-08,FALSE,FALSE,Low Engagement
CYC2023040,2023,34,21,2,11,61.8,44.5,2.1,1,2,5,2023-10-07,2024-05-25,FALSE,FALSE,Low Engagement
CYC2023041,2023,34,25,2,7,73.5,54.5,2.2,2,6,4,2023-10-08,2024-05-26,FALSE,FALSE,Moderate Engagement
CYC2023042,2023,30,23,3,4,76.7,50.5,2.2,4,6,0,2023-09-19,2024-04-09,TRUE,FALSE,Moderate Engagement
CYC2023043,2023,28,18,2,8,64.3,40,2.2,2,2,4,2023-08-22,2024-02-27,FALSE,FALSE,Low Engagement
CYC2023044,2023,34,24,1,9,70.6,53,2.2,2,3,4,2023-08-22,2024-04-09,FALSE,FALSE,Moderate Engagement
CYC2023045,2023,35,30,1,4,85.7,65.5,2.2,5,8,3,2023-09-29,2024-05-24,TRUE,TRUE,Moderate Engagement
CYC2023046,2023,33,24,2,7,72.7,55,2.3,5,1,3,2023-08-25,2024-04-05,FALSE,FALSE,Moderate Engagement
CYC2023047,2023,32,26,1,5,81.2,58.5,2.2,6,2,5,2023-08-18,2024-03-22,TRUE,FALSE,Moderate Engagement
CYC2023048,2023,33,24,2,7,72.7,51,2.1,2,5,1,2023-09-15,2024-04-26,FALSE,FALSE,Moderate Engagement
CYC2023049,2023,28,17,2,9,60.7,35.5,2.1,4,2,4,2023-09-03,2024-03-10,FALSE,FALSE,Low Engagement
CYC2023050,2023,35,23,1,11,65.7,45.5,2,3,3,2,2023-09-29,2024-05-24,FALSE,FALSE,Low Engagement
CYC2023051,2023,36,26,3,7,72.2,56,2.2,3,3,1,2023-09-17,2024-05-19,FALSE,FALSE,Moderate Engagement
CYC2023052,2023,28,21,0,7,75,43.5,2.1,4,4,2,2023-09-03,2024-03-10,TRUE,FALSE,Low Engagement
CYC2023053,2023,29,23,0,6,79.3,46.5,2,5,1,4,2023-09-20,2024-04-03,TRUE,FALSE,Low Engagement
CYC2023054,2023,28,23,2,3,82.1,46.5,2,2,4,6,2023-09-06,2024-03-13,TRUE,FALSE,Low Engagement
CYC2023055,2023,36,26,2,8,72.2,55,2.1,6,1,4,2023-09-25,2024-05-27,FALSE,FALSE,Moderate Engagement
CYC2023056,2023,28,25,0,3,89.3,52,2.1,2,5,4,2023-09-13,2024-03-20,TRUE,FALSE,Moderate Engagement
CYC2023057,2023,29,21,1,7,72.4,47,2.2,5,4,2,2023-10-09,2024-04-22,FALSE,FALSE,Low Engagement
CYC2023058,2023,28,23,0,5,82.1,49,2.1,3,2,2,2023-09-27,2024-04-03,TRUE,FALSE,Low Engagement
CYC2023059,2023,31,23,1,7,74.2,47.5,2.1,3,3,7,2023-09-24,2024-04-21,FALSE,FALSE,Low Engagement
CYC2023060,2023,31,19,1,11,61.3,40,2.1,2,2,1,2023-09-26,2024-04-23,FALSE,FALSE,Low Engagement
CYC2023061,2023,31,18,3,10,58.1,37.5,2.1,5,3,2,2023-09-11,2024-04-08,FALSE,FALSE,Low Engagement
CYC2023062,2023,33,25,0,8,75.8,53.5,2.1,2,2,2,2023-09-21,2024-05-02,TRUE,FALSE,Moderate Engagement
CYC2023063,2023,30,21,3,6,70,47,2.2,0,6,2,2023-09-09,2024-03-30,FALSE,FALSE,Low Engagement
CYC2023064,2023,34,29,2,3,85.3,65,2.2,4,3,3,2023-09-22,2024-05-10,TRUE,TRUE,Moderate Engagement
CYC2023065,2023,36,33,1,2,91.7,68.5,2.1,5,6,7,2023-10-10,2024-06-11,TRUE,TRUE,Moderate Engagement
CYC2023066,2023,31,22,3,6,71,44.5,2,4,7,2,2023-08-29,2024-03-26,FALSE,FALSE,Low Engagement
CYC2023067,2023,34,27,3,4,79.4,59.5,2.2,4,1,2,2023-10-05,2024-05-23,TRUE,FALSE,Moderate Engagement
CYC2023068,2023,30,23,0,7,76.7,50.5,2.2,3,4,5,2023-10-01,2024-04-21,TRUE,FALSE,Moderate Engagement
CYC2023069,2023,36,32,0,4,88.9,70.5,2.2,3,5,3,2023-09-09,2024-05-11,TRUE,TRUE,Moderate Engagement
CYC2023070,2023,31,26,1,4,83.9,59,2.3,4,6,6,2023-09-28,2024-04-25,TRUE,FALSE,Moderate Engagement
CYC2023071,2023,33,19,2,12,57.6,41,2.2,2,2,4,2023-10-02,2024-05-13,FALSE,FALSE,Low Engagement
CYC2023072,2023,32,26,2,4,81.2,56.5,2.2,7,2,1,2023-10-09,2024-05-13,TRUE,FALSE,Moderate Engagement
CYC2023073,2023,31,25,1,5,80.6,57.5,2.3,2,7,3,2023-08-20,2024-03-17,TRUE,FALSE,Moderate Engagement
CYC2023074,2023,30,23,1,6,76.7,48.5,2.1,6,4,1,2023-09-11,2024-04-01,TRUE,FALSE,Low Engagement
CYC2023075,2023,29,19,6,4,65.5,42,2.2,3,5,3,2023-08-27,2024-03-10,FALSE,FALSE,Low Engagement
CYC2023076,2023,32,24,1,7,75,51.5,2.1,2,1,7,2023-08-31,2024-04-04,TRUE,FALSE,Moderate Engagement
CYC2023077,2023,30,23,1,6,76.7,49,2.1,2,1,5,2023-08-22,2024-03-12,TRUE,FALSE,Low Engagement
CYC2023078,2023,28,22,0,6,78.6,45,2,4,5,4,2023-09-10,2024-03-17,TRUE,FALSE,Low Engagement
CYC2023079,2023,36,27,1,8,75,58,2.1,5,3,4,2023-09-09,2024-05-11,TRUE,FALSE,Moderate Engagement
CYC2023080,2023,35,29,1,5,82.9,62.5,2.2,5,5,5,2023-09-20,2024-05-15,TRUE,TRUE,Moderate Engagement
CYC2023081,2023,29,22,0,7,75.9,52,2.4,5,3,2,2023-09-03,2024-03-17,TRUE,FALSE,Moderate Engagement
CYC2023082,2023,33,26,1,6,78.8,54,2.1,8,3,3,2023-09-15,2024-04-26,TRUE,FALSE,Moderate Engagement
CYC2023083,2023,33,26,2,5,78.8,53,2,5,7,3,2023-09-09,2024-04-20,TRUE,FALSE,Moderate Engagement
CYC2023084,2023,33,27,2,4,81.8,59.5,2.2,4,6,5,2023-09-12,2024-04-23,TRUE,FALSE,Moderate Engagement
CYC2023085,2023,33,23,2,8,69.7,49,2.1,3,2,4,2023-10-07,2024-05-18,FALSE,FALSE,Low Engagement
CYC2023086,2023,30,26,0,4,86.7,56,2.2,1,2,4,2023-09-13,2024-04-03,TRUE,FALSE,Moderate Engagement
CYC2023087,2023,33,29,1,3,87.9,61,2.1,5,5,4,2023-08-19,2024-03-30,TRUE,TRUE,Moderate Engagement
CYC2023088,2023,30,22,1,7,73.3,50.5,2.3,3,1,4,2023-09-16,2024-04-06,FALSE,FALSE,Moderate Engagement
CYC2023089,2023,35,19,2,14,54.3,36,1.9,1,6,2,2023-08-23,2024-04-17,FALSE,FALSE,Low Engagement
CYC2023090,2023,31,24,2,5,77.4,53.5,2.2,5,2,3,2023-09-24,2024-04-21,TRUE,FALSE,Moderate Engagement
CYC2023091,2023,31,29,0,2,93.5,63.5,2.2,4,5,5,2023-09-12,2024-04-09,TRUE,TRUE,Moderate Engagement
CYC2023092,2023,33,27,1,5,81.8,58,2.1,3,5,1,2023-09-18,2024-04-29,TRUE,FALSE,Moderate Engagement
CYC2023093,2023,34,30,1,3,88.2,64.5,2.1,6,2,10,2023-10-06,2024-05-24,TRUE,TRUE,Moderate Engagement
CYC2023094,2023,30,27,1,2,90,57,2.1,9,3,3,2023-10-11,2024-05-01,TRUE,FALSE,Moderate Engagement
CYC2023095,2023,31,26,1,4,83.9,57,2.2,3,4,4,2023-09-05,2024-04-02,TRUE,FALSE,Moderate Engagement
CYC2023096,2023,33,26,1,6,78.8,57.5,2.2,4,3,2,2023-08-20,2024-03-31,TRUE,FALSE,Moderate Engagement
CYC2023097,2023,31,24,2,5,77.4,55.5,2.3,5,1,4,2023-09-15,2024-04-12,TRUE,FALSE,Moderate Engagement
CYC2023098,2023,32,24,1,7,75,53.5,2.2,2,0,7,2023-08-17,2024-03-21,TRUE,FALSE,Moderate Engagement
CYC2023099,2023,31,24,0,7,77.4,55.5,2.3,4,4,1,2023-08-22,2024-03-19,TRUE,FALSE,Moderate Engagement
CYC2023100,2023,28,19,1,8,67.9,40,2.1,4,1,3,2023-10-01,2024-04-07,FALSE,FALSE,Low Engagement
CYC2023101,2023,35,25,0,10,71.4,53.5,2.1,1,3,3,2023-09-05,2024-04-30,FALSE,FALSE,Moderate Engagement
CYC2023102,2023,28,23,0,5,82.1,53,2.3,2,3,2,2023-10-11,2024-04-17,TRUE,FALSE,Moderate Engagement
CYC2023103,2023,28,23,1,4,82.1,51,2.2,1,3,4,2023-09-25,2024-04-01,TRUE,FALSE,Moderate Engagement
CYC2023104,2023,35,28,1,6,80,62.5,2.2,3,2,1,2023-08-30,2024-04-24,TRUE,TRUE,Moderate Engagement
CYC2023105,2023,36,28,2,6,77.8,59.5,2.1,3,2,2,2023-09-25,2024-05-27,TRUE,FALSE,Moderate Engagement
CYC2023106,2023,28,21,1,6,75,46.5,2.2,2,3,5,2023-09-03,2024-03-10,TRUE,FALSE,Low Engagement
CYC2023107,2023,34,28,1,5,82.4,57.5,2.1,5,2,6,2023-09-16,2024-05-04,TRUE,FALSE,Moderate Engagement
CYC2023108,2023,36,26,1,9,72.2,52.5,2,4,2,3,2023-08-26,2024-04-27,FALSE,FALSE,Moderate Engagement
CYC2023109,2023,36,28,3,5,77.8,58.5,2.1,2,6,3,2023-10-11,2024-06-12,TRUE,FALSE,Moderate Engagement
CYC2023110,2023,34,25,2,7,73.5,53,2.1,4,2,2,2023-10-02,2024-05-20,FALSE,FALSE,Moderate Engagement
CYC2023111,2023,28,22,2,4,78.6,44.5,2,6,1,4,2023-09-15,2024-03-22,TRUE,FALSE,Low Engagement
CYC2023112,2023,36,26,2,8,72.2,57.5,2.2,1,1,4,2023-08-17,2024-04-18,FALSE,FALSE,Moderate Engagement
CYC2023113,2023,33,23,2,8,69.7,47.5,2.1,1,1,5,2023-08-30,2024-04-10,FALSE,FALSE,Low Engagement
CYC2023114,2023,28,20,1,7,71.4,40,2,1,2,2,2023-09-27,2024-04-03,FALSE,FALSE,Low Engagement
CYC2023115,2023,35,26,3,6,74.3,59,2.3,4,3,5,2023-09-01,2024-04-26,FALSE,FALSE,Moderate Engagement
CYC2023116,2023,29,23,3,3,79.3,51.5,2.2,5,3,2,2023-10-07,2024-04-20,TRUE,FALSE,Moderate Engagement
CYC2023117,2023,30,20,1,9,66.7,42.5,2.1,5,2,3,2023-09-30,2024-04-20,FALSE,FALSE,Low Engagement
CYC2023118,2023,36,26,3,7,72.2,57.5,2.2,3,2,5,2023-08-22,2024-04-23,FALSE,FALSE,Moderate Engagement
CYC2023119,2023,34,23,3,8,67.6,46.5,2,1,3,3,2023-09-24,2024-05-12,FALSE,FALSE,Low Engagement
CYC2023120,2023,34,25,3,6,73.5,54,2.2,1,5,2,2023-09-23,2024-05-11,FALSE,FALSE,Moderate Engagement
CYC2023121,2023,36,23,3,10,63.9,48.5,2.1,4,5,2,2023-09-20,2024-05-22,FALSE,FALSE,Low Engagement
CYC2023122,2023,28,21,2,5,75,47.5,2.3,2,5,1,2023-08-26,2024-03-02,TRUE,FALSE,Low Engagement
CYC2023123,2023,34,21,5,8,61.8,47,2.2,5,2,0,2023-08-20,2024-04-07,FALSE,FALSE,Low Engagement
CYC2023124,2023,35,24,2,9,68.6,53,2.2,4,4,2,2023-10-14,2024-06-08,FALSE,FALSE,Low Engagement
CYC2023125,2023,31,23,3,5,74.2,49,2.1,3,3,5,2023-09-17,2024-04-14,FALSE,FALSE,Low Engagement
CYC2023126,2023,28,24,2,2,85.7,50.5,2.1,2,4,3,2023-09-11,2024-03-18,TRUE,FALSE,Moderate Engagement
CYC2023127,2023,33,20,2,11,60.6,44.5,2.2,2,2,2,2023-09-27,2024-05-08,FALSE,FALSE,Low Engagement
CYC2023128,2023,34,26,2,6,76.5,54,2.1,3,3,6,2023-10-06,2024-05-24,TRUE,FALSE,Moderate Engagement
CYC2023129,2023,32,30,0,2,93.8,62,2.1,6,2,7,2023-09-09,2024-04-13,TRUE,TRUE,Moderate Engagement
CYC2023130,2023,31,28,0,3,90.3,62,2.2,6,4,2,2023-09-03,2024-03-31,TRUE,TRUE,Moderate Engagement
CYC2023131,2023,35,30,0,5,85.7,63.5,2.1,1,4,6,2023-08-31,2024-04-25,TRUE,TRUE,Moderate Engagement
CYC2023132,2023,28,18,3,7,64.3,37,2.1,1,4,0,2023-10-07,2024-04-13,FALSE,FALSE,Low Engagement
CYC2023133,2023,29,19,1,9,65.5,43.5,2.3,1,1,3,2023-09-15,2024-03-29,FALSE,FALSE,Low Engagement
CYC2023134,2023,30,20,3,7,66.7,40.5,2,3,4,7,2023-10-05,2024-04-25,FALSE,FALSE,Low Engagement
CYC2023135,2023,36,26,1,9,72.2,59,2.3,4,6,5,2023-10-06,2024-06-07,FALSE,FALSE,Moderate Engagement
CYC2023136,2023,28,21,1,6,75,43.5,2.1,1,3,5,2023-08-16,2024-02-21,TRUE,FALSE,Low Engagement
CYC2023137,2023,30,24,1,5,80,51,2.1,4,5,4,2023-08-16,2024-03-06,TRUE,FALSE,Moderate Engagement
CYC2023138,2023,29,20,2,7,69,44.5,2.2,1,4,3,2023-08-17,2024-02-29,FALSE,FALSE,Low Engagement
CYC2023139,2023,28,21,0,7,75,45,2.1,2,2,6,2023-09-01,2024-03-08,TRUE,FALSE,Low Engagement
CYC2023140,2023,33,26,2,5,78.8,58,2.2,7,3,1,2023-10-06,2024-05-17,TRUE,FALSE,Moderate Engagement
CYC2023141,2023,32,27,3,2,84.4,57,2.1,2,8,2,2023-09-01,2024-04-05,TRUE,FALSE,Moderate Engagement
CYC2023142,2023,34,26,1,7,76.5,59.5,2.3,5,4,2,2023-08-29,2024-04-16,TRUE,FALSE,Moderate Engagement
CYC2023143,2023,31,20,4,7,64.5,41.5,2.1,3,1,2,2023-08-19,2024-03-16,FALSE,FALSE,Low Engagement
CYC2023144,2023,36,28,1,7,77.8,56.5,2,1,2,1,2023-08-18,2024-04-19,TRUE,FALSE,Moderate Engagement
CYC2023145,2023,34,29,3,2,85.3,65.5,2.3,4,3,4,2023-08-25,2024-04-12,TRUE,TRUE,Moderate Engagement
CYC2023146,2023,34,27,1,6,79.4,59,2.2,5,5,0,2023-09-13,2024-05-01,TRUE,FALSE,Moderate Engagement
CYC2023147,2023,30,25,2,3,83.3,50.5,2,2,6,4,2023-08-18,2024-03-08,TRUE,FALSE,Moderate Engagement
CYC2023148,2023,31,21,4,6,67.7,45,2.1,2,2,4,2023-10-07,2024-05-04,FALSE,FALSE,Low Engagement
CYC2023149,2023,29,26,0,3,89.7,55.5,2.1,6,3,1,2023-08-22,2024-03-05,TRUE,FALSE,Moderate Engagement
CYC2023150,2023,30,24,2,4,80,56.5,2.4,4,3,8,2023-09-19,2024-04-09,TRUE,FALSE,Moderate Engagement
CYC2023151,2023,31,23,3,5,74.2,52.5,2.3,2,3,4,2023-08-25,2024-03-22,FALSE,FALSE,Moderate Engagement
CYC2023152,2023,32,26,3,3,81.2,58,2.2,2,5,3,2023-08-24,2024-03-28,TRUE,FALSE,Moderate Engagement
CYC2023153,2023,32,27,2,3,84.4,55,2,3,0,6,2023-09-26,2024-04-30,TRUE,FALSE,Moderate Engagement
CYC2023154,2023,34,27,2,5,79.4,55,2,5,5,6,2023-09-28,2024-05-16,TRUE,FALSE,Moderate Engagement
CYC2023155,2023,31,23,0,8,74.2,48.5,2.1,2,0,6,2023-09-21,2024-04-18,FALSE,FALSE,Low Engagement
CYC2023156,2023,29,21,0,8,72.4,42.5,2,1,2,5,2023-09-09,2024-03-23,FALSE,FALSE,Low Engagement
CYC2023157,2023,35,28,1,6,80,58,2.1,4,2,5,2023-09-28,2024-05-23,TRUE,FALSE,Moderate Engagement
CYC2023158,2023,28,22,0,6,78.6,49.5,2.2,2,5,4,2023-08-27,2024-03-03,TRUE,FALSE,Low Engagement
CYC2023159,2023,33,27,1,5,81.8,59,2.2,1,4,4,2023-09-07,2024-04-18,TRUE,FALSE,Moderate Engagement
CYC2023160,2023,29,18,4,7,62.1,41.5,2.3,5,2,3,2023-09-10,2024-03-24,FALSE,FALSE,Low Engagement
CYC2023161,2023,30,23,3,4,76.7,49.5,2.2,3,3,6,2023-09-29,2024-04-19,TRUE,FALSE,Low Engagement
CYC2023162,2023,35,28,0,7,80,56.5,2,1,3,7,2023-09-14,2024-05-09,TRUE,FALSE,Moderate Engagement
CYC2023163,2023,29,21,2,6,72.4,42.5,2,3,2,5,2023-08-28,2024-03-11,FALSE,FALSE,Low Engagement
CYC2023164,2023,28,24,2,2,85.7,53,2.2,2,4,4,2023-09-16,2024-03-23,TRUE,FALSE,Moderate Engagement
CYC2023165,2023,29,21,1,7,72.4,47,2.2,3,4,5,2023-08-28,2024-03-11,FALSE,FALSE,Low Engagement
CYC2023166,2023,36,30,1,5,83.3,60,2,5,4,6,2023-09-21,2024-05-23,TRUE,TRUE,Moderate Engagement
CYC2023167,2023,29,26,0,3,89.7,55,2.1,5,5,5,2023-09-27,2024-04-10,TRUE,FALSE,Moderate Engagement
CYC2023168,2023,29,23,1,5,79.3,52,2.3,3,2,2,2023-08-19,2024-03-02,TRUE,FALSE,Moderate Engagement
CYC2023169,2023,36,30,1,5,83.3,67,2.2,5,4,2,2023-10-04,2024-06-05,TRUE,TRUE,Moderate Engagement
CYC2023170,2023,28,20,3,5,71.4,44.5,2.2,1,2,5,2023-08-21,2024-02-26,FALSE,FALSE,Low Engagement
CYC2023171,2023,34,24,3,7,70.6,52,2.2,0,5,5,2023-09-20,2024-05-08,FALSE,FALSE,Moderate Engagement
CYC2023172,2023,29,22,1,6,75.9,49.5,2.2,4,3,2,2023-08-24,2024-03-07,TRUE,FALSE,Low Engagement
CYC2023173,2023,28,16,1,11,57.1,34,2.1,5,1,2,2023-10-08,2024-04-14,FALSE,FALSE,Low Engagement
CYC2023174,2023,32,22,2,8,68.8,47,2.1,3,1,3,2023-08-31,2024-04-04,FALSE,FALSE,Low Engagement
CYC2023175,2023,36,33,0,3,91.7,68,2.1,5,5,5,2023-09-17,2024-05-19,TRUE,TRUE,Moderate Engagement
CYC2023176,2023,28,22,3,3,78.6,47,2.1,3,1,4,2023-10-12,2024-04-18,TRUE,FALSE,Low Engagement
CYC2023177,2023,28,20,1,7,71.4,47,2.4,3,2,4,2023-10-06,2024-04-12,FALSE,FALSE,Low Engagement
CYC2023178,2023,35,33,0,2,94.3,69,2.1,8,4,4,2023-09-01,2024-04-26,TRUE,TRUE,Moderate Engagement
CYC2023179,2023,30,23,1,6,76.7,50,2.2,2,2,4,2023-08-27,2024-03-17,TRUE,FALSE,Moderate Engagement
CYC2023180,2023,28,19,0,9,67.9,39.5,2.1,1,4,5,2023-09-16,2024-03-23,FALSE,FALSE,Low Engagement
CYC2023181,2023,36,28,1,7,77.8,60.5,2.2,0,5,5,2023-09-15,2024-05-17,TRUE,TRUE,Moderate Engagement
CYC2023182,2023,29,24,2,3,82.8,52.5,2.2,3,3,1,2023-08-21,2024-03-04,TRUE,FALSE,Moderate Engagement
CYC2023183,2023,30,24,0,6,80,49.5,2.1,5,2,1,2023-08-31,2024-03-21,TRUE,FALSE,Low Engagement
CYC2023184,2023,32,21,3,8,65.6,44.5,2.1,4,3,4,2023-10-02,2024-05-06,FALSE,FALSE,Low Engagement
CYC2023185,2023,29,25,0,4,86.2,55,2.2,4,5,3,2023-10-10,2024-04-23,TRUE,FALSE,Moderate Engagement
CYC2023186,2023,36,25,1,10,69.4,53.5,2.1,1,3,2,2023-08-24,2024-04-25,FALSE,FALSE,Low Engagement
CYC2023187,2023,36,27,1,8,75,58.5,2.2,2,7,5,2023-09-11,2024-05-13,TRUE,FALSE,Moderate Engagement
CYC2023188,2023,29,25,0,4,86.2,54,2.2,3,6,3,2023-08-19,2024-03-02,TRUE,FALSE,Moderate Engagement
CYC2023189,2023,35,25,4,6,71.4,51,2,5,4,1,2023-09-10,2024-05-05,FALSE,FALSE,Moderate Engagement
CYC2023190,2023,33,25,2,6,75.8,52.5,2.1,5,6,4,2023-09-25,2024-05-06,TRUE,FALSE,Moderate Engagement
CYC2023191,2023,29,19,4,6,65.5,41,2.2,3,4,1,2023-10-08,2024-04-21,FALSE,FALSE,Low Engagement
CYC2023192,2023,29,22,1,6,75.9,46.5,2.1,4,5,0,2023-10-14,2024-04-27,TRUE,FALSE,Low Engagement
CYC2023193,2023,36,28,3,5,77.8,63,2.2,3,2,5,2023-09-06,2024-05-08,TRUE,TRUE,Moderate Engagement
CYC2023194,2023,29,20,4,5,69,41,2,1,5,3,2023-09-25,2024-04-08,FALSE,FALSE,Low Engagement
CYC2023195,2023,35,24,2,9,68.6,55.5,2.3,3,5,3,2023-09-11,2024-05-06,FALSE,FALSE,Low Engagement
CYC2023196,2023,36,27,2,7,75,58,2.1,6,4,3,2023-10-13,2024-06-14,TRUE,FALSE,Moderate Engagement
CYC2023197,2023,34,27,1,6,79.4,58.5,2.2,3,3,7,2023-09-02,2024-04-20,TRUE,FALSE,Moderate Engagement
CYC2023198,2023,28,21,0,7,75,43,2,4,2,4,2023-08-29,2024-03-05,TRUE,FALSE,Low Engagement
CYC2023199,2023,31,26,0,5,83.9,53.5,2.1,3,6,6,2023-10-02,2024-04-29,TRUE,FALSE,Moderate Engagement
